Date,Temperature_Celsius,Humidity_Percentage,Rainfall_mm,Wind_Speed_kmh,Pressure_hPa,Month,Month_Name,Season,Day_of_Week,Week_Number,Weather_Condition
2023-10-21,13.4,67,1.2,7.2,1019.8,10,October,Autumn,Saturday,42,Cold
2023-10-22,12.0,49,0.2,5.9,1008.1,10,October,Autumn,Sunday,42,Cold
2023-10-23,8.9,78,1.5,12.7,1034.6,10,October,Autumn,Monday,43,Cold
2023-10-24,13.8,56,4.5,18.9,1006.9,10,October,Autumn,Tuesday,43,Cold
2023-10-25,12.1,78,0.3,31.0,1020.4,10,October,Autumn,Wednesday,43,Cold
2023-10-26,13.7,61,3.4,26.8,1016.0,10,October,Autumn,Thursday,43,Cold
2023-10-27,13.3,65,4.5,27.3,1026.0,10,October,Autumn,Friday,43,Cold
2023-10-28,9.0,83,2.0,17.8,1028.6,10,October,Autumn,Saturday,43,Cold
2023-10-29,9.9,64,7.4,15.4,1013.3,10,October,Autumn,Sunday,43,Cold
2023-10-30,14.0,56,0.6,16.1,1005.5,10,October,Autumn,Monday,44,Cold
2023-10-31,13.7,52,0.4,34.6,1017.6,10,October,Autumn,Tuesday,44,Cold
2023-11-01,11.9,59,6.5,6.2,1006.2,11,November,Autumn,Wednesday,44,Cold
2023-11-02,12.5,64,3.4,31.0,1033.1,11,November,Autumn,Thursday,44,Cold
2023-11-03,16.1,43,5.8,22.4,1014.4,11,November,Autumn,Friday,44,Pleasant
2023-11-04,10.6,49,2.9,18.2,1009.3,11,November,Autumn,Saturday,44,Cold
2023-11-05,14.2,42,1.4,26.8,1014.8,11,November,Autumn,Sunday,44,Cold
2023-11-06,12.1,80,8.5,19.6,999.5,11,November,Autumn,Monday,45,Cold
2023-11-07,12.2,84,8.0,31.2,1003.3,11,November,Autumn,Tuesday,45,Cold
2023-11-08,16.3,57,5.9,32.0,1025.0,11,November,Autumn,Wednesday,45,Pleasant
2023-11-09,15.6,86,1.6,17.7,1006.4,11,November,Autumn,Thursday,45,Pleasant
2023-11-10,15.7,75,4.5,13.3,1002.5,11,November,Autumn,Friday,45,Pleasant
2023-11-11,17.4,86,2.2,22.8,1018.4,11,November,Autumn,Saturday,45,Pleasant
2023-11-12,13.7,61,0.5,32.4,1024.9,11,November,Autumn,Sunday,45,Cold
2023-11-13,15.8,73,12.5,11.3,1020.2,11,November,Autumn,Monday,46,Rainy
2023-11-14,13.0,86,0.7,23.7,1023.0,11,November,Autumn,Tuesday,46,Cold
2023-11-15,15.1,47,15.0,23.9,1005.4,11,November,Autumn,Wednesday,46,Rainy
2023-11-16,13.9,79,3.0,27.0,998.8,11,November,Autumn,Thursday,46,Cold
2023-11-17,14.8,88,1.0,8.9,1028.0,11,November,Autumn,Friday,46,Cold
2023-11-18,16.5,83,3.9,26.5,1009.8,11,November,Autumn,Saturday,46,Pleasant
2023-11-19,12.4,58,10.3,32.3,1010.5,11,November,Autumn,Sunday,46,Rainy
2023-11-20,21.4,81,6.6,10.4,1026.3,11,November,Autumn,Monday,47,Pleasant
2023-11-21,12.3,80,8.2,12.1,1018.6,11,November,Autumn,Tuesday,47,Cold
2023-11-22,11.8,76,5.4,34.1,1017.6,11,November,Autumn,Wednesday,47,Cold
2023-11-23,19.1,45,5.9,10.4,1034.7,11,November,Autumn,Thursday,47,Pleasant
2023-11-24,18.2,91,9.5,30.6,1006.6,11,November,Autumn,Friday,47,Pleasant
2023-11-25,18.0,65,1.4,19.8,1022.3,11,November,Autumn,Saturday,47,Pleasant
2023-11-26,18.2,73,3.4,12.4,1013.6,11,November,Autumn,Sunday,47,Pleasant
2023-11-27,16.5,84,1.3,31.1,1015.7,11,November,Autumn,Monday,48,Pleasant
2023-11-28,14.0,45,22.0,18.4,1028.3,11,November,Autumn,Tuesday,48,Rainy
2023-11-29,17.2,76,14.4,20.4,1018.1,11,November,Autumn,Wednesday,48,Rainy
2023-11-30,15.1,72,0.2,15.8,1018.4,11,November,Autumn,Thursday,48,Pleasant
2023-12-01,20.3,92,1.8299999999999998,22.8,1023.7,12,December,Winter,Friday,48,Pleasant
2023-12-02,17.2,61,3.9,9.9,1009.4,12,December,Winter,Saturday,48,Pleasant
2023-12-03,15.3,60,0.3,16.7,1004.6,12,December,Winter,Sunday,48,Pleasant
2023-12-04,17.1,45,1.26,34.1,1002.6,12,December,Winter,Monday,49,Pleasant
2023-12-05,19.5,45,3.7199999999999998,12.7,993.3,12,December,Winter,Tuesday,49,Pleasant
2023-12-06,16.8,94,0.06,24.7,1033.6,12,December,Winter,Wednesday,49,Pleasant
2023-12-07,16.3,87,1.7999999999999998,14.8,1002.0,12,December,Winter,Thursday,49,Pleasant
2023-12-08,19.7,43,0.54,28.2,1010.8,12,December,Winter,Friday,49,Pleasant
2023-12-09,19.9,69,3.87,8.9,1010.2,12,December,Winter,Saturday,49,Pleasant
2023-12-10,17.9,50,5.31,34.1,1016.1,12,December,Winter,Sunday,49,Pleasant
2023-12-11,18.3,69,4.32,18.6,1021.2,12,December,Winter,Monday,50,Pleasant
2023-12-12,20.6,70,0.96,12.1,1021.6,12,December,Winter,Tuesday,50,Pleasant
2023-12-13,15.8,63,2.97,7.2,1007.2,12,December,Winter,Wednesday,50,Pleasant
2023-12-14,16.2,94,2.79,10.1,1011.3,12,December,Winter,Thursday,50,Pleasant
2023-12-15,18.5,48,0.57,20.6,1015.8,12,December,Winter,Friday,50,Pleasant
2023-12-16,20.3,94,2.64,15.1,1010.5,12,December,Winter,Saturday,50,Pleasant
2023-12-17,22.1,42,0.06,29.9,1029.1,12,December,Winter,Sunday,50,Pleasant
2023-12-18,25.8,90,1.3499999999999999,17.9,1017.9,12,December,Winter,Monday,51,Pleasant
2023-12-19,24.2,70,0.39,12.5,1020.3,12,December,Winter,Tuesday,51,Pleasant
2023-12-20,21.4,79,0.18,23.5,1019.6,12,December,Winter,Wednesday,51,Pleasant
2023-12-21,22.1,76,0.12,26.2,1024.7,12,December,Winter,Thursday,51,Pleasant
2023-12-22,19.4,75,1.7999999999999998,10.0,1014.8,12,December,Winter,Friday,51,Pleasant
2023-12-23,22.6,63,0.63,10.0,1000.0,12,December,Winter,Saturday,51,Pleasant
2023-12-24,22.1,70,1.95,6.1,1017.0,12,December,Winter,Sunday,51,Pleasant
2023-12-25,24.2,45,0.09,27.1,1006.5,12,December,Winter,Monday,52,Pleasant
2023-12-26,21.0,41,0.57,24.9,1007.7,12,December,Winter,Tuesday,52,Pleasant
2023-12-27,25.3,59,1.17,19.2,1018.9,12,December,Winter,Wednesday,52,Pleasant
2023-12-28,28.6,67,2.34,30.3,1025.4,12,December,Winter,Thursday,52,Pleasant
2023-12-29,23.9,50,0.57,29.2,1013.2,12,December,Winter,Friday,52,Pleasant
2023-12-30,25.7,43,1.47,22.6,1016.1,12,December,Winter,Saturday,52,Pleasant
2023-12-31,26.8,54,3.27,31.0,1030.0,12,December,Winter,Sunday,52,Pleasant
