Date,Region,Daily_Cases,Daily_Deaths,Daily_Recoveries,Vaccination_Rate,Active_Cases,Month,Month_Name,Week
2023-03-26,South,85,0,92,21.78974572161345,12,3,March,12
2023-03-27,South,92,0,49,28.413207019503655,13,3,March,13
2023-03-28,South,155,5,136,34.679791651503216,23,3,March,13
2023-03-29,South,119,0,118,32.51740720583574,17,3,March,13
2023-03-30,South,70,2,61,20.279365113752245,10,3,March,13
2023-03-31,South,117,0,120,23.3897714050604,17,3,March,13
2023-04-01,South,92,0,67,33.24781198389712,13,4,April,13
2023-04-02,South,131,0,139,23.837563032308452,19,4,April,13
2023-04-03,South,46,0,83,27.832878206058833,6,4,April,14
2023-04-04,South,63,0,46,31.912348407210672,9,4,April,14
2023-04-05,South,58,0,40,24.526409593813693,8,4,April,14
2023-04-06,South,9,8,36,30.101053354905623,1,4,April,14
2023-04-07,South,91,0,108,23.110092305628758,13,4,April,14
2023-04-08,South,90,0,65,26.979425516507664,13,4,April,14
2023-04-09,South,79,0,59,31.791217363020376,11,4,April,14
2023-04-10,South,70,0,54,22.4333829806933,10,4,April,15
2023-04-11,South,15,0,0,32.80676929419759,2,4,April,15
2023-04-12,South,68,2,40,30.71225056580615,10,4,April,15
2023-04-13,South,77,3,46,33.778933288569256,11,4,April,15
2023-04-14,South,61,0,36,32.34209814285078,9,4,April,15
2023-04-15,South,99,0,83,38.24927357844065,14,4,April,15
2023-04-16,South,134,0,119,32.260737897854916,20,4,April,15
2023-04-17,South,215,0,213,29.693631635033075,32,4,April,16
2023-04-18,South,140,0,99,32.65819081186472,21,4,April,16
2023-04-19,South,154,7,150,34.96923739792919,23,4,April,16
2023-04-20,South,148,8,122,32.703091560419736,22,4,April,16
2023-04-21,South,69,0,58,32.86779362085458,10,4,April,16
2023-04-22,South,175,3,161,29.360920681845347,26,4,April,16
2023-04-23,South,192,2,140,29.76241848916834,28,4,April,16
2023-04-24,South,324,17,283,26.26994067396857,48,4,April,17
2023-04-25,South,208,6,180,42.23689470494569,31,4,April,17
2023-04-26,South,248,0,220,27.475738768098523,37,4,April,17
2023-04-27,South,248,0,215,30.436572912119367,37,4,April,17
2023-04-28,South,208,0,225,30.515106529296872,31,4,April,17
2023-04-29,South,340,3,276,38.787808697909014,51,4,April,17
2023-04-30,South,338,0,276,33.04448237777063,50,4,April,17
2023-05-01,South,359,0,292,40.96398508864339,53,5,May,18
2023-05-02,South,295,0,239,31.563865560099337,44,5,May,18
2023-05-03,South,429,0,351,36.532333448481644,64,5,May,18
2023-05-04,South,311,10,287,31.166671327107807,46,5,May,18
2023-05-05,South,429,7,392,46.27519618831749,64,5,May,18
2023-05-06,South,529,4,438,29.81750241034694,79,5,May,18
2023-05-07,South,393,10,318,37.5106420126736,59,5,May,18
2023-05-08,South,436,3,379,39.33646682224291,65,5,May,19
2023-05-09,South,490,0,405,38.44262186088386,73,5,May,19
2023-05-10,South,481,11,421,35.65323203528179,72,5,May,19
2023-05-11,South,450,6,386,36.136610787047154,67,5,May,19
2023-05-12,South,552,0,439,37.21081560165379,82,5,May,19
2023-05-13,South,516,3,469,36.46279218965975,77,5,May,19
2023-05-14,South,612,0,555,42.2232417378207,91,5,May,19
2023-05-15,South,564,0,466,48.66250511784686,84,5,May,20
2023-05-16,South,704,10,590,35.0284751408949,105,5,May,20
2023-05-17,South,608,14,522,31.172963124082635,91,5,May,20
2023-05-18,South,648,0,557,37.786611736265705,97,5,May,20
2023-05-19,South,721,9,626,51.33261262233753,108,5,May,20
2023-05-20,South,637,2,580,34.62173705026123,95,5,May,20
2023-05-21,South,723,3,611,47.041737873374174,108,5,May,20
2023-05-22,South,790,4,655,47.44070187258,118,5,May,21
2023-05-23,South,659,1,532,36.49030054970178,98,5,May,21
2023-05-24,South,758,6,629,42.309201110212086,113,5,May,21
2023-05-25,South,771,2,654,47.81231278597235,115,5,May,21
2023-05-26,South,806,8,720,37.98073492143619,120,5,May,21
2023-05-27,South,713,5,595,39.06451578190577,107,5,May,21
2023-05-28,South,714,5,611,37.380056968718314,107,5,May,21
2023-05-29,South,809,2,687,35.42072184104116,121,5,May,22
2023-05-30,South,801,4,704,37.45416172521941,120,5,May,22
2023-05-31,South,799,10,728,34.786892072782116,119,5,May,22
2023-06-01,South,803,9,671,41.28305470393349,120,6,June,22
2023-06-02,South,750,1,627,37.46881516338811,112,6,June,22
2023-06-03,South,791,7,693,42.693654833679005,118,6,June,22
2023-06-04,South,788,10,683,33.95129099975109,118,6,June,22
2023-06-05,South,732,0,658,43.59121434788547,109,6,June,23
2023-06-06,South,851,10,734,46.31050195090176,127,6,June,23
2023-06-07,South,772,3,649,32.38022288604382,115,6,June,23
2023-06-08,South,679,8,588,44.42522790418291,101,6,June,23
2023-06-09,South,758,2,665,48.89933397335547,113,6,June,23
2023-06-10,South,664,0,580,36.91882787357694,99,6,June,23
2023-06-11,South,736,0,635,51.535938857265435,110,6,June,23
2023-06-12,South,738,6,647,45.4742159259511,110,6,June,24
2023-06-13,South,624,6,553,40.06010555637279,93,6,June,24
2023-06-14,South,694,1,616,43.51236340292026,104,6,June,24
2023-06-15,South,648,8,564,46.78888730986136,97,6,June,24
2023-06-16,South,649,0,548,44.58332366035876,97,6,June,24
2023-06-17,South,683,5,582,47.1031206215725,102,6,June,24
2023-06-18,South,557,0,497,40.012016649987785,83,6,June,24
2023-06-19,South,511,0,417,45.66823269160896,76,6,June,25
2023-06-20,South,483,4,417,37.958900042947626,72,6,June,25
2023-06-21,South,465,0,387,44.67738617677298,69,6,June,25
2023-06-22,South,481,1,409,40.92002223223649,72,6,June,25
2023-06-23,South,480,8,433,41.96795468265556,72,6,June,25
2023-06-24,South,455,0,390,52.03211422770054,68,6,June,25
2023-06-25,South,461,7,392,51.514242910663654,69,6,June,25
2023-06-26,South,400,0,313,49.30942686827215,60,6,June,26
2023-06-27,South,450,6,397,41.008216396417325,67,6,June,26
2023-06-28,South,346,9,307,45.093781927350165,51,6,June,26
2023-06-29,South,473,0,445,52.94735663176405,71,6,June,26
2023-06-30,South,350,0,291,47.796496656111614,52,6,June,26
2023-07-01,South,258,4,223,58.89060374386452,38,7,July,26
2023-07-02,South,229,0,199,49.46658919697186,34,7,July,26
2023-07-03,South,288,3,275,48.66628953849411,43,7,July,27
2023-07-04,South,236,0,198,46.36650559107541,35,7,July,27
2023-07-05,South,265,2,231,48.78583639204328,39,7,July,27
2023-07-06,South,238,0,213,47.561826642273104,35,7,July,27
2023-07-07,South,195,6,169,52.07076316366273,29,7,July,27
2023-07-08,South,143,1,113,53.51977532023666,21,7,July,27
2023-07-09,South,97,1,86,45.01236038976795,14,7,July,27
2023-07-10,South,136,0,136,42.492186880562755,20,7,July,28
2023-07-11,South,188,0,138,40.17336873887912,28,7,July,28
2023-07-12,South,144,0,125,52.10039619500228,21,7,July,28
2023-07-13,South,62,1,38,44.24965048561414,9,7,July,28
2023-07-14,South,122,0,127,39.208074507765055,18,7,July,28
2023-07-15,South,122,1,72,52.121464451226245,18,7,July,28
2023-07-16,South,51,9,32,62.84961297177934,7,7,July,28
2023-07-17,South,93,4,86,50.56030478295987,14,7,July,29
2023-07-18,South,80,0,99,54.9891571689615,12,7,July,29
2023-07-19,South,14,5,10,51.41189404548507,2,7,July,29
2023-07-20,South,81,0,58,50.71434294283549,12,7,July,29
2023-07-21,South,85,0,109,56.01021757977401,12,7,July,29
2023-07-22,South,105,0,60,50.16950639993586,15,7,July,29
2023-07-23,South,98,0,40,53.163884647282586,14,7,July,29
2023-07-24,South,9,0,16,53.641456063947096,1,7,July,30
2023-07-25,South,9,0,0,48.89855872079574,1,7,July,30
2023-07-26,South,59,7,29,57.405266692737555,8,7,July,30
2023-07-27,South,55,1,60,51.77630011762186,8,7,July,30
2023-07-28,South,52,0,48,49.07841705967863,7,7,July,30
2023-07-29,South,213,5,170,55.74573603103883,32,7,July,30
2023-07-30,South,49,0,15,48.77689086027558,7,7,July,30
2023-07-31,South,74,0,80,53.616180512120366,11,7,July,31
2023-08-01,South,63,3,65,53.635723698097664,9,8,August,31
2023-08-02,South,46,0,36,59.316840466520524,6,8,August,31
2023-08-03,South,9,4,44,56.46689775780636,1,8,August,31
2023-08-04,South,48,1,19,54.17431575572483,7,8,August,31
2023-08-05,South,9,0,0,58.594326001495936,1,8,August,31
2023-08-06,South,9,2,0,61.662576206625026,1,8,August,31
2023-08-07,South,9,10,6,57.70663394934173,1,8,August,32
2023-08-08,South,10,0,13,55.17538947284328,1,8,August,32
2023-08-09,South,120,1,96,48.77048916791953,18,8,August,32
2023-08-10,South,9,0,14,50.21014597033742,1,8,August,32
2023-08-11,South,38,0,7,54.215634719984905,5,8,August,32
2023-08-12,South,9,3,36,52.90024118700578,1,8,August,32
2023-08-13,South,9,0,5,55.21898963891892,1,8,August,32
2023-08-14,South,58,0,70,56.643139734375644,8,8,August,33
2023-08-15,South,9,0,14,59.21439783771772,1,8,August,33
2023-08-16,South,9,1,16,56.419484131682566,1,8,August,33
2023-08-17,South,9,0,18,59.41053019715299,1,8,August,33
2023-08-18,South,38,4,41,57.50643800811653,5,8,August,33
2023-08-19,South,9,0,20,47.51277705834053,1,8,August,33
2023-08-20,South,16,0,40,52.899476877060074,2,8,August,33
2023-08-21,South,9,0,11,57.08176002358972,1,8,August,34
2023-08-22,South,9,0,21,51.959768044036224,1,8,August,34
2023-08-23,South,114,2,94,61.21392936426674,17,8,August,34
2023-08-24,South,41,3,63,66.07408383204815,6,8,August,34
2023-08-25,South,9,0,0,64.72018288486021,1,8,August,34
2023-08-26,South,22,3,54,57.765203227766534,3,8,August,34
2023-08-27,South,9,5,6,66.49209222271129,1,8,August,34
2023-08-28,South,60,1,22,59.98784278051605,9,8,August,35
2023-08-29,South,9,8,10,57.76511959495925,1,8,August,35
2023-08-30,South,17,0,0,56.5895800888887,2,8,August,35
2023-08-31,South,51,0,60,58.35028893019672,7,8,August,35
2023-09-01,South,72,0,48,58.12779722597517,10,9,September,35
2023-09-02,South,9,6,0,61.12680638660271,1,9,September,35
2023-09-03,South,21,2,0,61.28363913601855,3,9,September,35
2023-09-04,South,19,0,6,60.70204328758025,2,9,September,36
2023-09-05,South,15,0,0,63.07754799158889,2,9,September,36
2023-09-06,South,139,0,87,67.0521324728328,20,9,September,36
2023-09-07,South,78,12,81,66.05271573215167,11,9,September,36
2023-09-08,South,9,0,23,54.08649916873949,1,9,September,36
2023-09-09,South,117,0,107,48.94742729252319,17,9,September,36
2023-09-10,South,184,4,136,66.59467647927329,27,9,September,36
2023-09-11,South,137,2,116,55.29472738704377,20,9,September,37
2023-09-12,South,20,0,16,61.21133782570141,3,9,September,37
2023-09-13,South,79,0,44,56.69064366091199,11,9,September,37
2023-09-14,South,175,3,178,53.73735055935265,26,9,September,37
2023-09-15,South,86,9,90,65.66061034432065,12,9,September,37
2023-09-16,South,153,7,126,66.95511646085389,23,9,September,37
2023-09-17,South,179,8,152,60.482832611751014,26,9,September,37
2023-09-18,South,105,0,93,50.61621711070402,15,9,September,38
2023-09-19,South,158,0,94,61.04625028621011,23,9,September,38
2023-09-20,South,11,0,4,65.94253651052921,1,9,September,38
2023-09-21,South,131,0,98,56.795002595689795,19,9,September,38
2023-09-22,South,180,6,132,65.31240399450017,27,9,September,38
2023-09-23,South,140,0,113,64.52509910578337,21,9,September,38
2023-09-24,South,293,9,284,67.70414980569775,44,9,September,38
2023-09-25,South,151,0,140,65.61163810580703,22,9,September,39
2023-09-26,South,209,0,166,60.354435515372444,31,9,September,39
2023-09-27,South,247,0,220,71.40868168414663,37,9,September,39
2023-09-28,South,320,0,300,64.83922026673328,48,9,September,39
2023-09-29,South,187,5,176,65.70138939036242,28,9,September,39
2023-09-30,South,321,2,274,61.377616248590066,48,9,September,39
2023-10-01,South,271,0,217,64.03358874404245,40,10,October,39
2023-10-02,South,229,0,208,62.03203038590945,34,10,October,40
2023-10-03,South,305,0,266,65.79735761247079,45,10,October,40
2023-10-04,South,297,10,269,75.42667426884358,44,10,October,40
2023-10-05,South,260,0,233,60.21467010951904,39,10,October,40
2023-10-06,South,296,0,271,59.21241279083606,44,10,October,40
2023-10-07,South,275,0,223,74.84211537373179,41,10,October,40
2023-10-08,South,300,0,280,66.64568930654835,45,10,October,40
2023-10-09,South,326,0,281,64.55298795505206,49,10,October,41
2023-10-10,South,371,2,355,73.30391904137598,55,10,October,41
2023-10-11,South,229,0,181,65.28236186175525,34,10,October,41
2023-10-12,South,391,6,367,77.64653208421818,58,10,October,41
2023-10-13,South,187,10,162,72.11215682922382,28,10,October,41
2023-10-14,South,269,7,215,66.4890143878429,40,10,October,41
2023-10-15,South,300,0,245,79.9211564509429,45,10,October,41
2023-10-16,South,278,0,230,66.31208472564263,41,10,October,42
2023-10-17,South,226,14,199,73.25718015674984,33,10,October,42
2023-10-18,South,239,1,213,71.2492101547797,35,10,October,42
2023-10-19,South,216,1,172,76.4674976557852,32,10,October,42
2023-10-20,South,202,0,171,77.97239114846941,30,10,October,42
2023-10-21,South,263,2,265,70.53089986620796,39,10,October,42
2023-10-22,South,230,0,229,66.80983372519215,34,10,October,42
2023-10-23,South,168,0,151,73.08282774766262,25,10,October,43
2023-10-24,South,236,0,200,67.60043414025044,35,10,October,43
2023-10-25,South,196,0,169,81.26199118268806,29,10,October,43
2023-10-26,South,211,0,192,72.08377555651258,31,10,October,43
2023-10-27,South,192,0,142,69.78053510058231,28,10,October,43
2023-10-28,South,110,0,88,72.73658834251134,16,10,October,43
2023-10-29,South,113,0,63,65.28359932158229,16,10,October,43
2023-10-30,South,168,8,150,67.36720453272146,25,10,October,44
2023-10-31,South,151,0,140,78.43338822104081,22,10,October,44
2023-11-01,South,111,5,84,69.35289124250565,16,11,November,44
2023-11-02,South,109,6,123,67.6088516799969,16,11,November,44
2023-11-03,South,158,0,110,75.73271431208697,23,11,November,44
2023-11-04,South,58,0,19,79.1840152788095,8,11,November,44
2023-11-05,South,106,0,94,77.05630501486378,15,11,November,44
2023-11-06,South,62,0,72,78.64782084661151,9,11,November,45
2023-11-07,South,55,0,79,70.08965093077906,8,11,November,45
2023-11-08,South,113,0,86,66.97061699596111,16,11,November,45
2023-11-09,South,93,8,100,81.7923825454917,14,11,November,45
2023-11-10,South,87,4,72,72.87835904754756,13,11,November,45
2023-11-11,South,106,6,86,73.44363711552695,15,11,November,45
2023-11-12,South,38,2,49,81.54481686309144,5,11,November,45
2023-11-13,South,66,0,68,77.8910401568934,10,11,November,46
2023-11-14,South,14,0,0,77.5953729263421,2,11,November,46
2023-11-15,South,42,1,64,86.34698974648343,6,11,November,46
2023-11-16,South,16,0,41,72.51043082612125,2,11,November,46
2023-11-17,South,24,2,7,80.57326657447211,3,11,November,46
2023-11-18,South,46,0,46,76.42517551459531,6,11,November,46
2023-11-19,South,9,0,17,77.68911524047013,1,11,November,46
2023-11-20,South,116,3,103,84.19453993426046,17,11,November,47
2023-11-21,South,9,1,0,79.29742053968987,1,11,November,47
2023-11-22,South,9,0,0,79.65576610953387,1,11,November,47
2023-11-23,South,64,5,54,82.53286635687867,9,11,November,47
2023-11-24,South,46,0,62,75.5516099786592,6,11,November,47
2023-11-25,South,36,2,41,73.38636924572255,5,11,November,47
2023-11-26,South,35,2,22,72.56441556835637,5,11,November,47
2023-11-27,South,9,0,22,68.16272254762548,1,11,November,48
2023-11-28,South,9,0,0,88.48158510025105,1,11,November,48
2023-11-29,South,9,0,30,72.89055157798498,1,11,November,48
2023-11-30,South,9,3,0,77.5063692447085,1,11,November,48
2023-12-01,South,50,0,35,77.43461481923671,7,12,December,48
2023-12-02,South,9,0,0,80.56175876377077,1,12,December,48
2023-12-03,South,9,4,0,83.3094552934657,1,12,December,48
2023-12-04,South,9,0,30,83.7391806286119,1,12,December,49
2023-12-05,South,20,0,7,76.72746995001245,3,12,December,49
2023-12-06,South,9,0,14,79.01329252996904,1,12,December,49
2023-12-07,South,9,2,6,81.46784480738656,1,12,December,49
2023-12-08,South,11,0,18,79.01753338007127,1,12,December,49
2023-12-09,South,11,7,10,88.50376084713292,1,12,December,49
2023-12-10,South,9,0,0,83.12795168126817,1,12,December,49
2023-12-11,South,9,7,27,84.55350980936996,1,12,December,50
2023-12-12,South,10,0,0,84.3995711785019,1,12,December,50
2023-12-13,South,9,0,0,87.15857807863541,1,12,December,50
2023-12-14,South,9,0,0,82.40236054077128,1,12,December,50
2023-12-15,South,9,1,37,75.21913696351747,1,12,December,50
2023-12-16,South,9,0,24,83.90778041810387,1,12,December,50
2023-12-17,South,14,4,4,78.85860014642547,2,12,December,50
2023-12-18,South,71,0,54,79.67834516267979,10,12,December,51
2023-12-19,South,41,0,28,85.459292621248,6,12,December,51
2023-12-20,South,9,0,49,88.92493184068466,1,12,December,51
2023-12-21,South,9,0,15,83.04591832324074,1,12,December,51
2023-12-22,South,9,0,16,84.68976945859922,1,12,December,51
2023-12-23,South,9,0,28,91.86272307482454,1,12,December,51
2023-12-24,South,9,0,12,84.76145820513514,1,12,December,51
2023-12-25,South,15,2,7,95.0,2,12,December,52
2023-12-26,South,9,0,3,86.79732844793794,1,12,December,52
2023-12-27,South,24,0,18,75.37201038004508,3,12,December,52
2023-12-28,South,74,0,62,88.1485762373908,11,12,December,52
2023-12-29,South,9,0,22,86.49370401232598,1,12,December,52
2023-12-30,South,19,0,17,91.24271981436978,2,12,December,52
2023-12-31,South,33,0,42,88.36590675634979,5,12,December,52
2023-01-01,East,36,0,34,10.0,5,1,January,52
2023-01-02,East,13,0,0,10.59921990762441,2,1,January,1
2023-01-03,East,48,0,47,10.0,7,1,January,1
2023-01-04,East,85,0,45,15.199770241644277,12,1,January,1
2023-01-05,East,18,0,32,12.556618203665789,2,1,January,1
2023-01-06,East,22,0,26,16.02027032951804,3,1,January,1
2023-01-07,East,98,2,87,10.0,14,1,January,1
2023-01-08,East,69,6,74,21.88418121621133,10,1,January,1
2023-01-09,East,24,4,47,10.950403507575778,3,1,January,2
2023-01-10,East,70,8,76,17.395309688083188,10,1,January,2
2023-01-11,East,35,0,0,10.0,5,1,January,2
2023-01-12,East,40,3,13,15.330353041796364,6,1,January,2
2023-01-13,East,75,0,53,10.0,11,1,January,2
2023-01-14,East,8,8,7,10.0,1,1,January,2
2023-01-15,East,9,0,16,22.454772153949314,1,1,January,2
2023-01-16,East,64,0,42,12.137247336842606,9,1,January,3
2023-01-17,East,53,0,48,14.38386766260191,8,1,January,3
2023-01-18,East,114,0,85,17.853085906191023,17,1,January,3
2023-01-19,East,74,0,53,16.187200648654233,11,1,January,3
2023-01-20,East,63,0,31,14.666929690553047,9,1,January,3
2023-01-21,East,188,2,145,15.945684133210248,28,1,January,3
2023-01-22,East,131,2,89,26.34400100311445,19,1,January,3
2023-01-23,East,153,8,114,14.244873047799105,23,1,January,4
2023-01-24,East,103,4,104,15.744506222585827,15,1,January,4
2023-01-25,East,150,0,111,20.198326925093006,22,1,January,4
2023-01-26,East,188,0,201,20.67872856588882,28,1,January,4
2023-01-27,East,148,3,134,21.29229438494476,22,1,January,4
2023-01-28,East,221,0,191,18.756837923332736,33,1,January,4
2023-01-29,East,195,8,151,10.054206205578353,29,1,January,4
2023-01-30,East,219,6,197,24.142432386780207,32,1,January,5
2023-01-31,East,219,0,176,10.449591716225239,32,1,January,5
2023-02-01,East,330,0,282,17.9005399635578,49,2,February,5
2023-02-02,East,266,8,267,12.822027343309802,40,2,February,5
2023-02-03,East,237,1,199,16.478758816485584,35,2,February,5
2023-02-04,East,324,8,294,18.649306557011904,48,2,February,5
2023-02-05,East,253,0,204,18.818324538789824,38,2,February,5
2023-02-06,East,322,0,273,19.52718618875884,48,2,February,6
2023-02-07,East,245,2,237,25.692182718919607,36,2,February,6
2023-02-08,East,282,2,229,20.09734183724023,42,2,February,6
2023-02-09,East,352,1,328,16.814931109261043,52,2,February,6
2023-02-10,East,384,5,337,23.062194083200026,57,2,February,6
2023-02-11,East,369,0,304,24.3951546424254,55,2,February,6
2023-02-12,East,365,2,320,12.515807078161192,54,2,February,6
2023-02-13,East,365,4,326,21.8468904591394,54,2,February,7
2023-02-14,East,324,4,285,22.571797777488555,48,2,February,7
2023-02-15,East,360,6,280,17.78416050517806,54,2,February,7
2023-02-16,East,375,0,307,26.356556044580074,56,2,February,7
2023-02-17,East,439,0,368,18.933787998903302,65,2,February,7
2023-02-18,East,413,8,349,20.517992157467603,61,2,February,7
2023-02-19,East,330,4,290,19.230794724734498,49,2,February,7
2023-02-20,East,414,0,355,20.38009304010514,62,2,February,8
2023-02-21,East,385,9,306,15.02686632376575,57,2,February,8
2023-02-22,East,372,4,322,13.514031301314244,55,2,February,8
2023-02-23,East,421,8,368,28.89285498645453,63,2,February,8
2023-02-24,East,434,4,378,16.891566884781987,65,2,February,8
2023-02-25,East,426,12,379,16.375455835136048,64,2,February,8
2023-02-26,East,350,10,311,10.771510970442966,52,2,February,8
2023-02-27,East,364,2,317,18.549696756057983,54,2,February,9
2023-02-28,East,384,7,324,15.335100483511962,57,2,February,9
2023-03-01,East,401,6,314,30.36666920727525,60,3,March,9
2023-03-02,East,335,8,291,27.411722809350533,50,3,March,9
2023-03-03,East,337,0,290,19.127929592792697,50,3,March,9
2023-03-04,East,290,5,251,34.03690430144682,43,3,March,9
2023-03-05,East,277,6,214,27.8895966657272,41,3,March,9
2023-03-06,East,347,0,277,21.562656269270075,52,3,March,10
2023-03-07,East,357,0,320,10.895828568489277,53,3,March,10
2023-03-08,East,289,0,245,35.05361396185481,43,3,March,10
2023-03-09,East,320,1,282,16.857082721127075,48,3,March,10
2023-03-10,East,282,5,240,15.783995276204552,42,3,March,10
2023-03-11,East,230,8,196,29.32988512708117,34,3,March,10
2023-03-12,East,258,2,234,36.62183895477328,38,3,March,10
2023-03-13,East,294,8,241,31.550484971673466,44,3,March,11
2023-03-14,East,219,0,187,27.65471043542663,32,3,March,11
2023-03-15,East,271,0,223,28.01498049953522,40,3,March,11
2023-03-16,East,91,0,70,29.514330541154283,13,3,March,11
2023-03-17,East,218,3,180,29.247939652230528,32,3,March,11
2023-03-18,East,178,1,155,27.065297779187535,26,3,March,11
2023-03-19,East,151,0,121,26.386390135143994,22,3,March,11
2023-03-20,East,157,0,153,25.758462931930957,23,3,March,12
2023-03-21,East,64,0,40,22.507649583139145,9,3,March,12
2023-03-22,East,126,3,103,25.08014109918261,18,3,March,12
2023-03-23,East,140,2,111,18.224776368583512,21,3,March,12
2023-03-24,East,176,0,172,26.403906261630645,26,3,March,12
2023-03-25,East,89,0,78,22.158692815893765,13,3,March,12
2023-03-26,East,69,0,75,21.78974572161345,10,3,March,12
2023-03-27,East,75,0,40,28.413207019503655,11,3,March,13
2023-03-28,East,126,4,111,34.679791651503216,19,3,March,13
2023-03-29,East,97,0,96,32.51740720583574,14,3,March,13
2023-03-30,East,57,2,49,20.279365113752245,8,3,March,13
2023-03-31,East,95,0,98,23.3897714050604,14,3,March,13
2023-04-01,East,75,0,55,33.24781198389712,11,4,April,13
2023-04-02,East,107,0,114,23.837563032308452,16,4,April,13
2023-04-03,East,37,0,68,27.832878206058833,5,4,April,14
2023-04-04,East,51,0,37,31.912348407210672,7,4,April,14
2023-04-05,East,47,0,32,24.526409593813693,7,4,April,14
2023-04-06,East,8,7,29,30.101053354905623,1,4,April,14
2023-04-07,East,74,0,88,23.110092305628758,11,4,April,14
2023-04-08,East,73,0,53,26.979425516507664,11,4,April,14
2023-04-09,East,65,0,48,31.791217363020376,9,4,April,14
2023-04-10,East,57,0,44,22.4333829806933,8,4,April,15
2023-04-11,East,12,0,0,32.80676929419759,1,4,April,15
2023-04-12,East,56,2,32,30.71225056580615,8,4,April,15
2023-04-13,East,63,3,37,33.778933288569256,9,4,April,15
2023-04-14,East,49,0,29,32.34209814285078,7,4,April,15
2023-04-15,East,81,0,68,38.24927357844065,12,4,April,15
2023-04-16,East,110,0,97,32.260737897854916,16,4,April,15
2023-04-17,East,176,0,174,29.693631635033075,26,4,April,16
2023-04-18,East,114,0,81,32.65819081186472,17,4,April,16
2023-04-19,East,126,6,122,34.96923739792919,18,4,April,16
2023-04-20,East,121,7,99,32.703091560419736,18,4,April,16
2023-04-21,East,57,0,47,32.86779362085458,8,4,April,16
2023-04-22,East,143,3,131,29.360920681845347,21,4,April,16
2023-04-23,East,156,2,114,29.76241848916834,23,4,April,16
2023-04-24,East,265,14,231,26.26994067396857,39,4,April,17
2023-04-25,East,170,5,147,42.23689470494569,25,4,April,17
2023-04-26,East,202,0,180,27.475738768098523,30,4,April,17
2023-04-27,East,202,0,176,30.436572912119367,30,4,April,17
2023-04-28,East,170,0,184,30.515106529296872,25,4,April,17
2023-04-29,East,278,3,225,38.787808697909014,41,4,April,17
2023-04-30,East,276,0,225,33.04448237777063,41,4,April,17
2023-05-01,East,293,0,238,40.96398508864339,44,5,May,18
2023-05-02,East,241,0,195,31.563865560099337,36,5,May,18
2023-05-03,East,350,0,286,36.532333448481644,52,5,May,18
2023-05-04,East,253,8,234,31.166671327107807,38,5,May,18
2023-05-05,East,350,6,320,46.27519618831749,52,5,May,18
2023-05-06,East,432,4,357,29.81750241034694,64,5,May,18
2023-05-07,East,321,8,259,37.5106420126736,48,5,May,18
2023-05-08,East,356,3,309,39.33646682224291,53,5,May,19
2023-05-09,East,400,0,331,38.44262186088386,60,5,May,19
2023-05-10,East,393,9,343,35.65323203528179,58,5,May,19
2023-05-11,East,368,5,315,36.136610787047154,55,5,May,19
2023-05-12,East,450,0,358,37.21081560165379,67,5,May,19
2023-05-13,East,421,3,383,36.46279218965975,63,5,May,19
2023-05-14,East,499,0,453,42.2232417378207,74,5,May,19
2023-05-15,East,460,0,380,48.66250511784686,69,5,May,20
2023-05-16,East,575,8,482,35.0284751408949,86,5,May,20
2023-05-17,East,496,12,426,31.172963124082635,74,5,May,20
2023-05-18,East,529,0,454,37.786611736265705,79,5,May,20
2023-05-19,East,589,8,511,51.33261262233753,88,5,May,20
2023-05-20,East,520,2,474,34.62173705026123,78,5,May,20
2023-05-21,East,590,3,499,47.041737873374174,88,5,May,20
2023-05-22,East,645,4,535,47.44070187258,96,5,May,21
2023-05-23,East,538,1,434,36.49030054970178,80,5,May,21
2023-05-24,East,618,5,513,42.309201110212086,92,5,May,21
2023-05-25,East,630,2,534,47.81231278597235,94,5,May,21
2023-05-26,East,658,7,588,37.98073492143619,98,5,May,21
2023-05-27,East,582,4,486,39.06451578190577,87,5,May,21
2023-05-28,East,583,4,499,37.380056968718314,87,5,May,21
2023-05-29,East,660,2,561,35.42072184104116,99,5,May,22
2023-05-30,East,654,4,574,37.45416172521941,98,5,May,22
2023-05-31,East,652,8,594,34.786892072782116,97,5,May,22
2023-06-01,East,655,8,548,41.28305470393349,98,6,June,22
2023-06-02,East,612,1,511,37.46881516338811,91,6,June,22
2023-06-03,East,646,6,565,42.693654833679005,96,6,June,22
2023-06-04,East,643,8,557,33.95129099975109,96,6,June,22
2023-06-05,East,597,0,537,43.59121434788547,89,6,June,23
2023-06-06,East,695,8,599,46.31050195090176,104,6,June,23
2023-06-07,East,630,3,530,32.38022288604382,94,6,June,23
2023-06-08,East,554,7,480,44.42522790418291,83,6,June,23
2023-06-09,East,618,2,543,48.89933397335547,92,6,June,23
2023-06-10,East,542,0,474,36.91882787357694,81,6,June,23
2023-06-11,East,601,0,518,51.535938857265435,90,6,June,23
2023-06-12,East,602,5,528,45.4742159259511,90,6,June,24
2023-06-13,East,509,5,451,40.06010555637279,76,6,June,24
2023-06-14,East,566,1,503,43.51236340292026,84,6,June,24
2023-06-15,East,529,7,460,46.78888730986136,79,6,June,24
2023-06-16,East,530,0,447,44.58332366035876,79,6,June,24
2023-06-17,East,557,4,475,47.1031206215725,83,6,June,24
2023-06-18,East,454,0,405,40.012016649987785,68,6,June,24
